Assets,Bank Name,Address,City,State,ZIP,URL,County,Parent Holding Company,Region
"$102,899,000",First Security Business Bank,803 East Katella Avenue,Orange,California,92867,http://www.firstam.com,Orange, ,"Los Angeles-Long Beach-Anaheim, CA"
"$99,691,000",Friendly Hills Bank,16011 E. Whittier Boulevard,Whittier,California,90603,www.friendlyhillsbank.com,Los Angeles, ,"Los Angeles-Long Beach-Anaheim, CA"
"$99,314,000",Mission Oaks National Bank,"41530 Enterprise Circle South, Suite 100",Temecula,California,92590,http://www.missionaoksbank.com,Riverside,Mission Oaks Bancorp,"Riverside-San Bernardino-Ontario, CA"
"$96,518,000",Neighborhood National Bank,3511 National Avenue,San Diego,California,92113,http://www.mynnb.com,San Diego,Neighborhood Bancorp,"San Diego-Carlsbad, CA"
"$95,838,000",Tri-Valley Bank,"2404 San Ramon Valley Boulevard, Suite 100",San Ramon,California,94583,http://www.trivalleybank.com,Contra Costa, ,"San Francisco-Oakland-Hayward, CA"
"$94,391,000","Delta Bank, National Association",611 North Main Street,Manteca,California,95336,www.deltabank.com,San Joaquin,Delta National Bancorp,"Stockton-Lodi, CA"
"$91,689,000","Merchants Bank of California, National Association","One Civic Plaza, Suite 100",Carson,California,90745,http://merchantsbankca.com,Los Angeles, ,"Los Angeles-Long Beach-Anaheim, CA"
"$89,834,000",Security First Bank,663 W Nees Avenue,Fresno,California,93711,http://www.securityfirstfresno.com,Fresno, ,"Fresno, CA"
"$87,954,000",Sierra Vista Bank,1710 Prairie City Road,Folsom,California,95630,http://sierravistabank.com,Sacramento, ,"Sacramento-Roseville-Arden-Arcade, CA"
"$81,386,000",Golden State Bank,1060 West Foothill Boulevard,Upland,California,91786,www.goldenstatebank.com,San Bernardino, ,"Riverside-San Bernardino-Ontario, CA"
"$81,294,000",US Metro Bank,9866 Garden Grove Boulevard,Garden Grove,California,92844,http://WWW.USMETROBANK.COM,Orange, ,"Los Angeles-Long Beach-Anaheim, CA"
"$76,940,000",Capital Bank and Trust Company,6455 Irvine Center Drive,Irvine,California,92618,www.americanfunds.com,Orange, ,"Los Angeles-Long Beach-Anaheim, CA"
"$66,607,000",Sutter Community Bank,700 Plumas Street,Yuba City,California,95991,http://suttercommunitybank.com,Sutter, ,"Yuba City, CA"
"$63,776,000",Mother Lode Bank,172 West Stockton Road,Sonora,California,95370,www.motherlodebank.com,Tuolumne, ,"Sonora, CA"
"$61,189,000",Bank of Feather River,"855 Harter Parkway, Suite 100",Yuba City,California,95991,http://www.bankoffeatherriver.com,Sutter, ,"Yuba City, CA"
"$60,843,000",Tustin Community Bank,"13891 Newport Avenue, Suites 100 & 130",Tustin,California,92780,http://tustincmtybank.com,Orange,Saddleback Bancorp,"Los Angeles-Long Beach-Anaheim, CA"
"$56,066,000","Bank of Whittier, National Association",15141 East Whittier Boulevard,Whittier,California,90609,http://www.whittierbank.com,Los Angeles,Greater Pacific Bancshares,"Los Angeles-Long Beach-Anaheim, CA"
"$53,846,000",Asian Pacific National Bank,333 West Valley Boulevard,San Gabriel,California,91776, ,Los Angeles, ,"Los Angeles-Long Beach-Anaheim, CA"
"$51,211,000",Saigon National Bank,"15606 Brookhurst St, Suite C",Westminster,California,92683,http://saigonnational.com,Orange, ,"Los Angeles-Long Beach-Anaheim, CA"
"$50,346,000",Commerce Bank of Temecula Valley,"25220 Hancock Avenue, Suite #140",Murrieta,California,92562,http://www.commercebanktv.com,Riverside, ,"Riverside-San Bernardino-Ontario, CA"
"$46,116,000",California Business Bank,"800 West Sixth Street, Suite 1000",Los Angeles,California,90017,http://www.californiabusinessbank.com,Los Angeles, ,"Los Angeles-Long Beach-Anaheim, CA"
"$38,402,000",Pan American Bank,3626 East First Street,Los Angeles,California,90063,http://www.panamericanbank.us,Los Angeles, ,"Los Angeles-Long Beach-Anaheim, CA"
"$27,566,000",Rancho Santa Fe Thrift & Loan Association,"1001 West San Marcos Boulevard, #140",San Marcos,California,92078, ,San Diego, ,"San Diego-Carlsbad, CA"
"$19,161,000","Armed Forces Bank of California, National Association","2260 Callagan Highway, Building 3187a, Suite 1",San Diego,California,92136,afbca.com,San Diego,Dickinson Financial Corporation Ii,"San Diego-Carlsbad, CA"
